ID,Label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
ID_0000,Segment_Type_2,-8.281108564340839,0.8491175477273916,-4.588200807267371,1.6812411449948872,9.538376265619162,-6.715896464926978,-5.186901555870641,6.666375205112572,-4.04309370764419,-9.172825575394612,-3.100109982203693,-7.89014795735875,6.5263591342644895,6.172313044091027,3.965656982937263,8.202337477635439,7.34634823817397,-8.170046005502098,11.805882781695187,-0.06910730003354709,5.851513974589772,4.625186225425196,-4.124568391305933,-6.468367167317672,-3.5350202174295045,2.4470076154920815,7.660882558013515,7.906894654626127,-10.976695168161983,-1.439404969031202,0.7738413496459693,-3.180167911238123,-10.295224405448275,-1.4399568540437375,10.484153306739989,-6.3204635721203815,1.726954446840264,1.4365130291990384,-8.800640371597842,9.03538562018909,9.893482661979697,-5.2520310957005,7.112737160817645,-3.0353057305771705,-3.9353355642038967,-8.188282794624119,1.0879891685976928,2.3772781198110766,-8.067920109557459,-3.6391414555365444
ID_0001,Segment_Type_1,4.346107276713181,8.809201070374222,9.023625060699665,8.876658268224242,-0.20424070484935386,11.625602232767267,-11.194780782058784,-4.0001127056822305,-7.043935532017561,-5.928811955165269,2.7319797923460754,-3.994198163978284,8.209481708716147,-6.682735454467604,0.9130152012690274,-2.207470687397755,-4.619299418589922,3.557010320251555,-10.056459133523791,11.709623841723964,8.013777170121042,-9.203896992101807,-7.163377234885468,8.921679806929667,1.7922633548401112,8.576762344797523,1.7832628630988192,-10.08103842226223,-1.6331788688845759,-9.816534521253923,7.921616231710224,3.0686527335593965,-3.8497251777538177,-6.647831647803128,-4.351255547330854,-2.917480887430545,7.4583032604810375,4.727864952168863,9.709298078562052,-3.4286505023029648,-6.296133642480662,2.068648767036138,2.012163522892883,1.0462780856775038,3.158605632462245,1.8524562243877585,2.4909952368781916,-6.205745223907612,-11.562373814060322,-11.491638139928908
ID_0002,Segment_Type_0,-5.666604965221057,4.236387815047104,3.221260633157222,6.4769907035211975,-1.8241919409328238,-2.302166754361228,-9.320781176037734,2.868235210536631,-3.835297519265426,2.6263561520473817,-10.083494189457351,12.649760545879783,8.81836646486455,-5.184705088955425,-8.588112583210842,-8.73385869854355,-3.279835923130657,2.237756079744073,-0.38139647154372336,-6.7619120950557985,3.863726966427804,-6.145345369205635,-6.833773044771083,-4.633565559876805,0.8426396207446349,5.117250389995545,-2.033656102741663,1.537511958433673,0.6317134067676765,-9.096505746577376,2.309355519623063,-8.410493309358445,-10.980438635738476,10.731185479590414,11.425823904096426,7.67740063621162,-0.11942938072308174,-9.400990809901327,7.870337445420963,-3.449252921593356,-10.090949211525656,-4.496359003147722,-10.426717862262675,6.927102199502007,-3.5095571673630355,3.860173041130767,-6.748211905759623,-0.5804551725083276,0.005550534146379349,-10.74286650689419
ID_0003,Segment_Type_4,4.902592653806604,-6.467343909428169,-6.870290572540257,11.043814415053406,-0.20873207234983593,-9.791688850463899,-7.692062871137537,6.19846773822662,-12.314956390205634,-6.181101114378939,-0.25615682281467017,4.1115356240177405,4.019958567829555,-8.710679662484273,7.403735576632688,-4.185439892566451,-5.638496085142117,4.076880095276913,6.7281491638472355,8.024095550566445,0.7400584872143062,-0.5925906678682904,-6.564524687276616,-0.7836953359831342,-3.7887890556035315,-5.8488652077840415,11.484419897453142,-2.917772877824029,5.704202623679998,6.589308919271799,7.118216431409776,-1.9092354172541912,1.8737157842226162,-0.08141001612202597,-6.969933977406659,5.032916998802557,-6.705871903576651,-7.3295803399502715,2.8940429858842207,-10.481422219679306,8.238791172259734,7.538905345438108,0.8212720429869191,-2.986361530848575,-7.098923057561397,8.296833784332549,0.33404310415623945,9.354333924315071,8.131472564804962,5.231185411405237
ID_0004,Segment_Type_4,4.46216349574342,-8.072763842607861,-4.217302470361327,12.105111208286424,4.3450116185617516,-13.790967572452452,-8.680014232098848,5.462524510340055,-10.197630687302189,-10.832191144624003,-0.40527151549535734,-1.8432253388901176,2.3454861291078886,-7.226916997028711,3.3419696243806696,-2.3013303215369936,-6.820509427663798,3.1342885243147744,0.1382519121544351,9.662808408736755,5.980350896019391,2.266360231403361,-7.355780636842666,-5.646529502545621,-4.197980179336306,-7.924983166214671,9.563195980514605,-2.9964167594127398,6.35551389609209,2.6935284175952,7.589380822879573,4.49138415735395,2.915540036639405,5.5453283891386596,-5.5928276514802295,8.908760630027166,-3.295592532030517,-8.914206716966916,2.4888759297057006,-5.7100340176037525,9.888117934366196,5.534939555420201,10.047422938977693,-6.306810526549867,-7.937939285239736,10.063754829546898,2.1168017807416666,7.177840161071407,6.804643046637534,9.828335484175298
ID_0005,Segment_Type_0,-5.7299666667115945,9.746074833552957,5.003681830648703,0.4378632714199415,-6.52717044212112,-2.9085422731669577,-7.099821570260263,4.471001641116858,1.7435281670068168,2.1490353537895075,-10.557559905105354,8.364157879165779,5.454738859498422,-8.891056216367964,-6.682637359653462,-7.733428895049598,-11.238776865814916,5.627558693898914,1.3608245083839954,-5.116169008351651,2.2841055187990853,-10.139258655253068,0.08220016523152629,2.070458602806613,-0.4868659950429699,8.262345838323634,-5.568307409497996,-3.0571248289175945,0.8187329548317062,-8.741171828670153,1.0145277411701568,-7.13615071984176,-8.927467034067197,8.775514500403009,9.443286887734896,3.516434296337721,-5.700264989352426,-11.258018384122245,6.129199404458639,-6.4610674798087855,-4.6752594448121085,3.3694116953825133,-10.067681045152186,1.6785653220073944,-5.727676772917888,3.089985283857591,-6.292274028034065,-0.8866855609643909,4.759693584023971,-4.6405929837351065
ID_0006,Segment_Type_1,11.458152468134294,8.939651392359242,7.388585468547863,12.131986404030618,0.23215692010083944,9.540191355113345,-8.997081670620686,-6.847833644523605,-10.638701896184353,-1.746954682579664,-0.10444056188173706,-4.734074863465054,3.1748296488579015,-1.85700804954224,-3.3262739077256502,0.31213413469890083,-2.513437282552726,2.1341164528291583,-14.052196402038504,7.910651482766169,7.220956721161772,-8.665297962901153,-12.34198495384314,8.68678190954207,5.2935166839467165,5.522795634890746,7.378979232382735,-9.582089348500404,-3.778145614260026,-5.658170628093843,3.899851565558872,-2.8908370794452076,-4.465249937016652,-6.401649771615298,-3.141454318219748,-1.3531047991575207,-0.4486122092966327,3.539891447912992,9.378916113132476,-3.9326950532877265,-5.452971104867604,3.986098503195418,12.894042726352954,-4.217546220851914,8.842129518278096,-1.1094833140273694,-3.588222698460228,-2.7665674917414873,-8.797919361774431,-5.248504786221303
ID_0007,Segment_Type_1,11.854742987313923,2.0067637810717347,12.080597074186967,12.134955744002815,2.9833784955056877,5.842363246900685,-9.050423179862213,-6.199335864413364,-8.419295449962847,-3.438439503125707,-1.5235413489738177,-4.799886257869889,7.2375179193191945,-4.016242019031499,-5.226776598708556,-0.5861412630267002,-2.388366664244568,9.703691580516601,-7.120751651370544,13.051011225179693,7.441048733377855,-5.572508470531414,-13.653486010077161,5.653818768783833,3.2995521469064624,1.747455428089354,1.7100012472023742,-7.28730859890063,-2.0194246231875153,-10.601111259666435,5.397372251421398,5.369018219436566,-5.576280786738417,-8.30183573444502,-4.254799314606709,-2.230424881809902,2.4518544351202056,2.9763581209545302,8.166061294891225,0.019750518812035947,-7.410430436327433,5.126419045945174,10.695126802464976,7.62878839331769,3.821303247124415,-5.9196955235934325,1.943394839444815,-0.9835484830758416,-6.839012817159146,-7.129956710845618
ID_0008,Segment_Type_1,11.437476896091077,4.767420696250706,6.737881434158054,8.998438894649887,4.223857664714583,8.964073313499982,-10.233200858493818,-4.939834453737737,-10.100577472476214,-1.6304261800001438,1.4816930059311173,-11.086961253743414,6.852418866027668,-7.204268308497283,1.723161657072042,-0.3163896713255068,-5.315582395941316,5.955647466093554,-10.516698578202233,7.432606114066779,9.409093318685045,-3.635841218870775,-5.030597439084044,6.447861906990932,4.856945930067343,3.9121644466815257,4.707701425931392,-11.123824296511613,-2.6206599518036695,-9.655735296712898,8.366840822922377,2.8909880840016826,-2.6628343937577106,-4.541008145053962,-3.8746484401007337,-1.6045160523314885,9.720897226975234,6.017692100341882,10.627179097663642,-1.3224220355622642,-7.034007442314474,0.9692050143850456,6.462986974748985,1.9116943954245287,5.477806411981673,2.443898897894965,-2.56478046842111,2.63797749507186,-7.237205745267387,-8.018756409263846
ID_0009,Segment_Type_0,-1.711261347004799,12.365412243256184,-0.048052337886260066,2.2607348818092747,-7.279959180067871,-5.201759402149783,-8.305336186041787,5.443599586151655,1.2246653956976308,2.1713869139121873,-6.898292267587455,9.451476164919741,11.401829530390954,-5.904869820971029,-8.134517573134145,-10.116195784463391,-8.423004331449109,-3.4652112248689675,-0.6932829996289762,-2.9036046379643268,-1.715918860632744,-4.972527001768874,-5.364759658504235,-2.3057806041622926,3.1519512549792794,7.945617517524102,-6.677850976597386,-1.9432917952659865,-3.531247126082413,-10.868875043706096,1.6230714409595313,-9.057466344132129,-9.027110558025171,9.169840452463585,8.75050070697099,4.542940510270574,-3.486087936615767,-6.941706095948799,0.9586628366360228,2.330380824157701,-7.805705633815077,-0.04933774041247714,-7.541693519554238,8.769448369734395,-2.441558783216549,3.9682561000842,-5.296871914812876,1.3051192365714703,-1.9251099314360616,-6.031511625048151
